-0.01691,-8e-05,0.52435,-2e-05,0.00087,0.00058,-0.89966,-0.00864,0.01527,1.75038,-0.87267,0.01757,-0.89936,0.00875,-0.01522,1.7504,-0.87267,-0.01753,1.59564,0.147,0.37,2e-05,0.00014,9e-05,-3e-05,-6e-05,0,-1e-05,-1e-05,0.00017,7e-05,-0,3e-05,0,2e-05
-0.0142486,-0.0290898,0.544641,-0.0049238,0.0157591,0.00969317,-0.911697,-0.0334905,-0.0639048,1.69716,-0.851181,0.0162083,-0.903041,-0.0141761,-0.0957874,1.69103,-0.857471,-0.0618535,1.39708,0.116256,0.32744,-0.16773,0.00671944,-0.00757218,0.012477,-0.00695591,-0.106758,0.0147921,-0.105965,-0.0187457,-0.057264,-0.0992167,-0.000887128,-0.0531657,-0.0134064
-0.00295224,-0.0230065,0.581415,-0.00389414,0.0203118,0.00766196,-0.786121,-0.0264828,-0.0505327,1.47691,-0.759878,0.0128188,-0.779278,-0.0112199,-0.0757564,1.47207,-0.76485,-0.0489188,1.10492,0.0919446,0.207732,-0.132719,0.00420176,-0.00639857,0.00942865,-0.00474429,-0.0847588,0.0135119,-0.0851568,-0.0140665,-0.0467549,-0.0781591,-0.00179112,-0.0417675,-0.00778394
0.00834408,-0.0169233,0.618188,-0.00286448,0.0248645,0.00563075,-0.660546,-0.0194751,-0.0371606,1.25666,-0.668574,0.00942935,-0.655514,-0.00826382,-0.0557254,1.2531,-0.672229,-0.035984,0.812756,0.0676333,0.0880236,-0.0977085,0.00168408,-0.00522495,0.00638032,-0.00253266,-0.06276,0.0122316,-0.0643483,-0.00938735,-0.0362459,-0.0571015,-0.00269512,-0.0303693,-0.00216148
0.00349235,-0.0361999,0.618322,0.0483528,0.0620802,-0.0246696,-0.660675,0.0594053,0.0442592,1.24464,-0.656625,-0.00598252,-0.705328,0.0171722,-0.0647836,1.31995,-0.628581,-0.0569016,0.68942,0.0489745,0.0665752,-0.233306,0.022681,-0.0106968,0.0286412,0.00600555,-0.153184,0.0300347,-0.1525,-0.0258271,-0.0745965,-0.129671,-0.00861302,-0.0707416,-0.020214
-0.00653631,-0.0563445,0.614542,0.0997933,-0.0534689,-0.0311245,-0.586364,0.0503941,0.0620891,1.2622,-0.568438,-0.0361337,-0.659784,0.0057798,-0.051597,1.36379,-0.604335,-0.0932566,0.653252,0.046912,0.0569227,-0.176769,-0.0209305,-0.109942,0.00670462,-0.2569,-0.13332,0.0605336,-0.0670012,-0.0731054,-0.123802,-0.0805953,0.0936882,-0.120989,0.0366999
-9.13739e-05,-0.0524345,0.614289,0.0448145,-0.0950862,-0.0448816,-0.520297,0.0700399,0.0652471,1.29798,-0.625227,-0.0326843,-0.571887,0.0254584,-0.0472201,1.34589,-0.629192,-0.095991,0.638311,0.0474889,0.0500936,-0.124529,-0.0467934,-0.148781,0.0216618,-0.393092,-0.123961,0.0273018,0.0372046,-0.0737542,-0.127844,-0.0462704,0.133128,-0.181604,0.0359053
0.00319203,-0.0405847,0.612715,0.00715986,-0.169005,0.0484022,-0.506563,0.0470919,-0.0529824,1.33889,-0.615831,-0.018734,-0.459217,0.00899297,-0.156822,1.33721,-0.663473,-0.0691634,0.415067,0.076487,0.0632662,-0.0433735,0.0250029,-0.25705,0.0193778,-0.469121,-0.178409,0.0933261,0.126591,-0.0815511,-0.097576,-0.0361678,0.14538,-0.211094,0.0343602
0.0155987,-0.0324556,0.62674,-0.049636,-0.0476243,0.124502,-0.575201,-0.000322312,-0.10556,1.3109,-0.636517,-0.0686402,-0.489957,0.0101596,-0.158382,1.23567,-0.651817,-0.105234,0.253584,0.0387724,0.0783792,0.0442013,0.0649563,-0.283816,0.0499523,-0.503333,-0.225664,0.0512498,0.241295,-0.0626645,-0.0505399,-0.0322451,0.117799,-0.265454,0.00326767
0.0133955,-0.0211274,0.617282,-0.0377301,-0.136896,0.000645302,-0.495055,0.0939147,-0.0302567,1.32771,-0.646096,-0.0707093,-0.457439,0.058188,-0.128938,1.2522,-0.659872,-0.0741315,0.113049,0.00543311,0.0963004,0.14971,0.101416,-0.311059,0.0776104,-0.542371,-0.256668,0.0153527,0.365901,-0.044067,0.00142658,-0.0110866,0.0858275,-0.313842,-0.0255294
